"","SES_bl","SES_lec_0","SES_lec_1","SES_lec_2","SES_ori_0","SES_ori_1","SES_nest_1","SES_nest_2","SES_nest_3","SES_nest_4","SES_nest_5","SES_soc_1","SES_soc_2","SES_soc_3","SES_soc_4","SES_bsor","SES_bsim","SES_bsne","SES_falpha","SES_fbsor","SES_fbsim","SES_fbsne"
"BU1",1.8923929177198,-2.48137293434934,3.54494315906022,-2.0913902650356,-2.45133690261329,2.45133690261329,-3.50931000795534,1.16993353516908,3.33818421671746,1.36069467648627,0.740122724511732,1.6946189772281,-0.217435561218803,1.08408156876281,-2.75351501148556,-20.3254348288445,-25.9019907997377,20.1923406595014,-0.509792227682498,1.4500544689161,-1.31316150153266,2.26331694551904
"CE1",-0.515702179200364,-1.90115694032714,2.72749862332503,-1.66159236231952,-2.3808855250888,2.3808855250888,0.240749727683885,0.0740240010207682,0.742605653735263,-0.811638907497067,-0.956124110074685,1.21328586567212,-0.258591033002866,1.87260537063831,-2.08699439527727,-16.9260080240698,-22.0140121920987,18.9286838086984,-1.04095593206709,0.371433618651394,-1.96136128620637,1.56942072296004
"DS1",0.840020686955733,-1.7571911907901,2.44484251087653,-1.50825665944778,-0.155870480056219,0.155870480056219,-0.318633991741336,-1.27014048060521,3.11506780690818,-0.763140395281924,0.355744177915841,-0.384831011430639,-1.69580171336396,3.17770382065158,-1.85227556489289,-14.6038629825958,-21.3079485190358,18.3329387559554,-1.22114645697539,2.9878740146102,-0.49099375500045,3.05885752150768
"FA1",-0.385351631956842,-2.21103154473352,3.10789252470963,-1.8830272467227,-3.87837495865731,3.87837495865731,-2.99550057892825,1.44741292738519,3.1273747670546,0.421503989992805,-0.0553694935219917,1.48991349375637,-0.46710857831881,2.2940546868215,-2.43148526134427,-21.5145336217454,-26.0972620469967,22.8124994498725,0.617143379275751,2.95473838369245,-0.298400458456691,3.51840359940556
"GL1",-0.826125621074283,-1.03474430670214,2.01720763328574,-1.56181173779707,-1.79590773409979,1.79590773409979,-0.106413060756839,0.373791300563923,-1.17571602378805,-0.756228453054737,1.49612361086866,0.482121175540325,0.247153504938726,-0.285533539280453,-1.23828399209578,-11.636837076314,-16.9243615509644,14.9139711245855,-0.685814849814655,0.752413170442637,0.629485424194422,0.365543010663449
"HO1",-0.638060797455004,-1.3142687915252,2.35854842978477,-1.79136748988086,-1.29738781891264,1.29738781891263,-0.347006978792826,-0.187702702467605,0.555335215459476,1.99536381417623,-1.11336382707214,1.90551567104737,-1.5941631543747,1.50089422622523,-1.51280192227963,-19.0848505535113,-23.8339491628989,20.692344593484,-1.06472355338565,2.02705159276911,1.06600580473069,1.28585451160011
"SV1",-0.748448479713179,-1.35047658308256,2.68570859349026,-2.19566847965821,0.251898638750077,-0.251898638750078,-0.702645443079107,0.0329430929462422,0.772255771679437,0.0785691822835938,0.592795612731414,1.54528276050959,-1.81673674636049,1.81758708800153,-1.66610110659398,-14.4470724464111,-19.6016165110922,13.7334495840378,-1.6671578870278,3.79527358622717,1.40048800769433,1.64276396593022
"TR1",0.163244078354785,-2.5400975788822,2.70886378864706,-0.957137608156229,-2.32151045200403,2.32151045200403,-1.07455586432978,0.0157031551484146,1.53613189664593,0.137091512996114,0.609229763980491,2.43879137390711,-0.589949303215863,1.24195441673952,-2.78185906688038,-22.118275248517,-28.9620312339168,21.9089106882266,0.15636832618277,1.5762115157525,-1.0710019672624,2.13639490837547
"BU6",-0.211347249088925,-2.48961564463757,2.96350504291856,-1.38447241812986,-3.94395714988948,3.94395714988948,-2.65721660027003,1.45062473746667,0.999358841978423,0.279301050261005,1.90805317168391,0.497713802585356,1.02831321271632,0.785068725599718,-2.64205492683277,-19.5512122833422,-24.2067924350196,19.6902176483258,0.664071445255826,1.44619081063008,-1.47279792016995,2.828564905086
"CE6",-0.494730313741632,-2.34951508022783,3.37167849863171,-1.99178773382683,-4.14046212338743,4.14046212338743,-1.40744485614554,1.46525405555878,1.90597052252222,-0.973324129890358,-1.2375504973161,1.26265445759379,-0.249237519114974,1.84816891289874,-2.54164903417057,-21.5181541745159,-26.3508488926861,20.0802423938884,0.159970452958802,1.55809057497426,-1.12487080489829,2.41625895818553
"DS6",0.456041456634092,-1.95466374480633,2.26551691712576,-0.955228157079175,-0.614462991309051,0.614462991309053,-0.489128906761349,-1.23564563661809,2.54228066370892,0.654537971082273,0.146387356769408,0.221775472382312,-0.982296591420384,1.68145586361521,-2.12037024937532,-18.4069260450038,-23.301883184918,20.3687983202499,-0.62954028906117,1.24307648032091,0.490713794337036,0.954832691369658
"FA6",0.319623403781603,-2.01816871226667,3.26295131515977,-2.28919185009943,-3.52413778420106,3.52413778420106,-2.65685588062599,1.78749452801508,2.4108277749997,0.11550553086984,-0.400023188885918,0.821312036247694,-0.353184255394741,1.25956072857972,-1.73543804112238,-20.1945172102557,-27.2152653310297,20.7301677807725,0.356422275900355,3.14242076070673,-1.68022664737552,3.69349469513023
"GL6",0.426965280961492,-1.69144986588262,2.29150185050582,-1.23215919043717,-2.63586440706201,2.63586440706201,-2.5281765862204,0.69224824761239,2.70277921388126,-0.117955312118443,1.18726135446047,1.22886615736343,-0.936886689881998,2.52356934932857,-2.02076801093761,-14.3267948198208,-23.2446896797828,19.3765286429595,1.12444460979769,4.86799906191969,-1.8523070964888,4.26015512031159
"HO6",-1.89551645198515,-1.77136756547165,2.90813416240906,-2.09510949050303,-1.3460282763003,1.34602827630029,-1.27096333707086,0.909762719372441,1.88687931882014,0.0894291607171841,-1.31016398821693,1.05264822609824,-0.892164446739448,1.24958318382072,-1.41292066159136,-19.8507867741671,-24.7320172300704,18.3088429550595,-0.567458575307605,2.39546606128666,-0.504452696439613,2.69437498046406
"SV6",-0.941100936042465,-1.74229247526833,2.4963106774512,-1.50081608354166,-3.40406864661497,3.40406864661497,-1.20300035796321,0.983771540205888,0.92364028138803,0.751395987810839,-0.990175762775695,0.440804987371683,-0.77818069153777,2.34331755726477,-1.89338786120846,-16.7013094112557,-22.9634767934575,18.8333570680234,-0.0551477977506107,1.01962019707697,-1.53328113227053,1.73162370147088
"TR6",0.245382723088935,-2.7510656384365,3.04254820126586,-1.2142084399455,-3.75328925166917,3.75328925166917,-2.3533376415986,1.32090467730106,2.06633418624341,-0.0551434816952776,0.464869629227092,1.31333123751884,0.218004668377555,1.32287112580533,-2.97959486814867,-18.2019304932438,-26.9348890686415,21.7948238285492,0.757853368963853,2.95689321239936,-0.434175633506156,2.14557522749946
"BU8",-1.74070601631566,-1.89781605986266,2.7191625319703,-1.66688673771909,-2.97962504824442,2.97962504824442,-3.33735857415396,2.85935110612868,0.766426221212193,0.604560673421009,0.265743269871293,1.90623260003829,0.226665507489668,-0.514872914205766,-1.42751781213753,-17.5370544837911,-22.8143351210785,20.1018175716119,-0.245737835704161,0.910685225713237,-1.24982462543346,1.70293632313436
"CE8",-0.203841427981363,-2.15763420433963,3.05865085110786,-1.81463788552503,-1.00541878600998,1.00541878600998,-1.68470396326522,0.519454303301151,2.31468644383065,0.426784156441101,-0.0197139532546638,0.681149499006431,-0.208772504293647,1.82264197106767,-2.3193890156923,-20.6809353074815,-25.295108501007,23.3783854450732,-0.529736793594885,3.84330935055602,-0.819644398773702,5.01887203392685
"DS8",1.25519537861103,-1.68216402535989,2.38976943364373,-1.49735474021881,-2.96914203308424,2.96914203308424,-1.74793014667552,-0.4885151305251,4.33085268574952,0.847983449098043,-0.866145669830393,1.61322112154976,-1.8591966014492,2.69565324293564,-1.78980695428841,-18.6190242523172,-27.7570702363863,24.4958233499683,0.644594514423742,1.50232935680284,-1.73069683262887,2.12599695463151
"FA8",1.33818463053955,-1.8601953040686,2.65117640553721,-1.72698272624144,-1.46120819326092,1.46120819326092,-2.4672156741535,-0.657556009851263,4.32246153254159,3.38368214770895,-1.07467644363227,3.49704092440426,-2.40519303134232,2.18623910696122,-2.08519920315696,-18.1806824359442,-23.1094052043098,20.5824771269714,0.0554184121648914,0.990219269141642,-2.17833928106606,2.61984648994768
"GL8",-0.10565012668736,-1.22467504951392,2.55970649552634,-2.22522597009778,-1.14074711179525,1.14074711179525,-1.52163167357544,-0.165945627867231,3.38433488056542,1.38799749563135,-1.34827691425863,1.03573613157622,-1.90668336121496,2.61943931399976,-1.53668297627541,-21.2322468471639,-26.8292108976086,20.0776222130182,-0.229004205798281,2.36567207463701,-0.147170565196967,2.10222702298497
"HO8",0.53851924806712,-1.65520230724013,2.38085615417365,-1.42941542732919,-4.4050748118207,4.4050748118207,-1.48086342017852,0.568890727361457,2.07454200218535,0.804408127001062,-0.922004951242652,2.38733351898162,-0.51070469654207,1.08931588214558,-1.85203345043197,-18.7079934451925,-26.605054949022,22.7921864484025,0.62123184370693,1.08922093004205,-0.325552742364315,1.17066581348607
"SV8",1.70762890903551,-1.69414464417057,2.25425681784966,-1.30041952766639,-0.714780660741597,0.714780660741598,-0.575795753852453,-1.45437929879013,3.59520927727885,0.249414304148271,-0.192487077107974,1.97292249016784,-1.92207663231301,2.74346252660175,-1.93797262398297,-23.1488456637821,-28.3742195398697,21.9171668942237,-0.161654345334529,3.07130315507611,-0.350072484896812,3.59586958990163
"TR8",0.974641322807399,-1.59216775203224,2.19088723546108,-1.25398819733343,-3.69489427393109,3.69489427393109,-2.77128822351299,2.22698240303419,3.00617836678444,-0.966905757725476,-1.19382962704176,-0.130405093024058,1.06997692898393,0.501773400367619,-1.8254149526024,-19.5930905043788,-23.8500435302333,19.3735106044398,1.021151564977,2.92012388602443,-3.18201854567702,6.10692315740467
