"","Row.names","SES_bl","SES_lec_0","SES_lec_1","SES_lec_2","SES_ori_0","SES_ori_1","SES_nest_1","SES_nest_2","SES_nest_3","SES_nest_4","SES_nest_5","SES_soc_1","SES_soc_2","SES_soc_3","SES_soc_4","SES_bsor","SES_bsim","SES_bsne","SES_falpha","SES_fbsor","SES_fbsim","SES_fbsne","trmt","pland","lpi","enn","site"
"21","FA8",1.59648841065864,-1.88814327963483,2.64458013121883,-1.56756637100614,-1.17115330291658,1.17115330291658,-2.42118155410499,-0.72102338199808,5.17637262571937,3.12744026979265,-1.1679519001156,3.32687121803329,-2.09079200297978,2.02343544272872,-2.05478388966397,3.33616931399014,0.434051429938961,-0.752748150440857,0.111583640799195,3.15145547737673,-0.483953172944156,3.44682165252322,"T8",43.8432,3.2229,7.3093,"FA8"
"22","Fairfax",0.809939254757368,-1.7795832195389,2.05532412523822,-0.93781919382353,0.274345386160573,-0.274345386160574,0.651159851880848,-1.83946371485225,2.35113019309893,-0.310104323249988,0.0126243754525662,2.04524549476223,-1.92259088505441,1.63339748268356,-2.01352842193048,2.51438851857782,-1.11809414552423,0.902620523243799,-0.932932716897074,3.83493902542212,0.4188496651922,3.66980703965991,"Farm",43.89,3.22,7.2216,"Fairfax"
"23","GL1",-0.440719168917818,-1.02660265755847,1.75415724037446,-1.39056856348494,-1.49824754022194,1.49824754022194,0.186146679522938,0.125162682539633,-1.12966369230608,-0.860837343227667,1.23049472496225,0.19226519046442,0.72561249239966,-0.611146824263034,-1.19567645355443,5.1468983084839,2.30545686332071,-2.18861818120551,-0.865694367978084,1.38582872851743,1.76727023140201,0.679378862550733,"T1",46.37,1.24,5.5467,"GL1"
"24","GL8",0.245939410289381,-1.13123297439125,2.20858448283228,-1.98089036719942,-1.02875403635421,1.02875403635421,-1.29126345741976,-0.362614409620729,3.95034840780149,1.27921840121078,-1.41405996873726,0.762028202235389,-1.55686552247303,2.30011183632232,-1.3693459992784,1.35959611888156,-1.16409967809324,1.44720783606616,-0.026213391909848,3.5156520416059,1.46456641872488,3.49829957113158,"T8",44.7389,3.925,5.7006,"GL8"
"25","HO1",-0.346144664884525,-1.249636551873,2.08733871308299,-1.55902650680379,-1.09742467095475,1.09742467095475,-0.227964730615164,-0.352512674794425,0.880859783239833,1.71093819653863,-1.14007388663379,1.46939161957089,-1.48103656574682,1.33411785203772,-1.42315432195091,2.47966418644838,-0.515959641783074,0.453950463952502,-1.02784423943649,2.55578600125487,1.93226855298857,1.85460511915275,"T1",43.39,0.58,6.7432,"HO1"
"26","HO8",0.903639106680818,-1.63687775304347,2.26911612511778,-1.37603521561017,-4.33469695915485,4.33469695915485,-1.39962350130688,0.423622617525402,2.51095741389264,0.714583381757746,-1.02317182802954,2.17882866836477,-0.354624334557635,0.908470029561454,-1.76141245440436,2.87188069789731,-0.952462432721723,0.71431581817893,0.614801447031286,2.58088825181634,1.82215494886728,1.86093967610815,"T8",48.7262,0.9298,5.7512,"HO8"
"27","LonnieBurten",-0.449566620492311,-0.835046668923788,1.19395188766945,-0.756334287777899,-0.0527780285357067,0.0527780285357086,0.405442242063977,-1.41399471350579,0.939794358815896,0.96502959742255,0.22707155056614,2.45937925567227,-2.42755066525169,1.63884772696005,-1.10474461649595,4.16326608745781,1.5611065441417,-1.59489748225916,-0.46156698836476,3.69277184293675,0.370353826547467,3.93306960298329,"Farm",34.78,3.22,6.9294,"LonnieBurten"
"28","Midtown",1.38477010540206,-2.86124066850243,2.34681171029631,-0.0887704807140632,0.227682860341894,-0.227682860341896,-0.0692595522546525,-0.545407592184989,1.90148169056172,-0.572332321542502,-0.27836625596824,1.53784502963089,-0.737823029046163,2.13577462349598,-3.17433440715278,5.22299138799872,-0.581423015460614,0.0418058826653359,-0.717116877399074,4.14840908551256,-0.00235572942662867,3.71957904222564,"Farm",39.18,0.5,7.1244,"Midtown"
"29","SlavicVillage",0.692334360754692,-1.68263838312027,1.58135471941365,-0.254970874122077,-0.969489731200124,0.969489731200125,0.104236770178226,-1.32802438869228,0.731291860189628,0.829315528027595,1.00564956418063,2.14052663104525,-1.00666514456463,1.26915773752041,-1.92445540045679,3.64762021679036,0.480413702694011,-1.00153303845082,0.645761050517738,5.1965365666258,-0.19650959708703,5.75568600087765,"Farm",38.64,2.31,5.8953,"SlavicVillage"
"30","SV1",-0.191755115945389,-1.24101689557483,2.31447055140311,-1.97776286429862,0.344088793226567,-0.344088793226567,-0.717180485200549,-0.078436486055212,1.21112553352752,0.0269847647026369,0.457906608412771,1.44964387384943,-1.47293699354045,1.24885787749203,-1.46773884687234,4.03627003000588,1.79576111495227,-1.75323439999868,-1.34362799768591,4.29555744202401,2.53709626385133,3.56879699605917,"T1",40.33,2.29,5.9748,"SV1"
