"","SES_bl","SES_lec_0","SES_lec_1","SES_lec_2","SES_ori_0","SES_ori_1","SES_nest_1","SES_nest_2","SES_nest_3","SES_nest_4","SES_nest_5","SES_soc_1","SES_soc_2","SES_soc_3","SES_soc_4","SES_bsor","SES_bsim","SES_bsne","SES_falpha","SES_fbsor","SES_fbsim","SES_fbsne"
"T1-C",0.32296011508675,-0.979134911557295,1.4175655761259,-0.893894598130295,0.875693486011467,-0.875693486011467,1.14944473901762,-1.41627318105578,1.01884636791938,-0.446261497220646,-0.562113433152132,2.09686998129197,-1.73037976439853,1.80447373159508,-1.08729304164253,-3.52554198259656,-9.06185251722192,8.25318878258914,-1.44174754009395,0.963753249801565,-0.855578165544049,1.54102772472009
"T1-DS",1.12115596534356,-1.51639768111255,2.20867561626148,-1.35041744050766,-1.52945308982245,1.52945308982245,-1.76939093477635,-0.847789208092679,3.58804525395397,1.07739882138824,0.589759597391326,1.86844209951472,-1.37808749047564,2.47622075740544,-1.68464349670887,-11.8194636736314,-16.5402675825809,14.2609721100332,0.599655826344329,1.13939934654154,-0.358478187070246,2.16854197326076
"T1-F",0.458756657274844,-1.40027397192633,2.37280032708984,-1.74976438805322,-2.04171581910252,2.04171581910252,-2.67750436625195,0.920533639913443,3.32822891148708,0.507192682542785,0.0842228236083366,2.52944204483333,-1.62667235416992,2.1969203064594,-1.63216953322554,-9.33028045080811,-14.5103467043458,10.3566176485809,1.5322028432131,1.93053775815406,1.17209301098112,0.358649824443648
"T1-G",1.03345507060943,-1.85635809146768,2.65926313456387,-1.6006366068048,-2.27679690714506,2.27679690714506,-2.76476271440181,1.26110187583698,2.6060325147869,0.694907951023466,0.199491406580008,2.12834247649326,-0.742564394392289,1.2474477728739,-2.02294336660797,-9.92301432920177,-14.6282787975483,10.2850495339382,0.862556140699565,1.16150826046723,0.462480973918841,0.538372216782813
"T1-SV",-0.820368614075722,-1.16174347748926,0.80376957052804,0.131361366267688,-0.165092111104326,0.165092111104326,0.843889984338678,-1.69751799917098,0.747970707349731,1.74280571477707,-0.628863904828106,2.92749588741177,-2.18811482374128,1.19595812717714,-1.26545459314494,-6.48258307683177,-11.7531836833084,9.54114722034426,-0.266175223424289,0.654378897462019,0.149129119194599,0.595351154926744
"T1-TM",1.68998236548813,-1.38357690721219,1.93030988128782,-1.09842879635168,-1.06714711139556,1.06714711139556,-0.0564788228772986,-1.13127836193826,2.99917831506861,-0.586940844140847,-0.69327296884359,1.30201477522799,-1.89060219196561,3.11108777025866,-1.49375805389414,-11.5578806030243,-17.0405676461149,13.0521937570318,-0.317404935229252,1.10586779072818,-0.543458038092046,1.86059724354825
"T6-SV",0.385576595356796,-1.40111630675028,1.34615398744113,-0.239090425356656,-3.87476044575811,3.87476044575812,-1.72655144022992,1.62720047327354,1.59724204743481,-0.631054600795611,-0.734242169878779,-1.09605346981143,0.971643364965118,1.32140891710146,-1.50359977564221,-9.95542844377915,-14.6491462253644,12.0527720832003,0.876817270141805,-0.648079028199211,-1.83614796463342,1.08000820023546
"T6-TM",0.821102313622533,-1.98904074609544,1.6851255312391,-0.147731615144058,-2.88731509877689,2.88731509877689,-1.44786480663978,0.960652429049962,1.57233133762742,-0.869249854014089,0.175646427427538,1.07027349712696,0.477825640968031,1.14146191807499,-2.1666489366736,-9.4443503548568,-14.1495090881179,9.69470020247565,2.07114758538205,0.679902712883716,-0.854717841505829,1.46437972853966
"T7-H",2.24378503964736,-1.34475076803932,1.16029667670617,-0.0898029684940598,0.123693330885594,-0.123693330885594,0.661958405947702,-1.13603839080441,1.78921331571204,-0.554225702411239,-0.735312769237238,0.111539302128149,0.0463678116013898,0.752579197430956,-1.45395240737644,-5.86278089620955,-9.82085321092088,8.94401215485433,-1.29344321218424,1.85916117661972,2.79127408115417,-0.243824399881394
"T7-SV",-0.963366322684797,-0.25324464978008,0.99007092605295,-1.04709925099307,-0.0076152133103122,0.00761521331031166,1.10073174915928,-1.02087906588106,-0.828952628182979,-0.532946354993691,1.06561557000795,1.33847358850536,-1.71730541081675,1.89380152222416,-0.407052109343326,-5.78232730670139,-9.57099919308925,7.3681696284932,-0.858594261465107,0.495311838516187,0.71252816481359,0.00830925220002501
"T8-BE",-0.953852738905933,-0.779154416591103,1.64914990370588,-1.39229607894132,-1.28701797942226,1.28701797942226,-0.789853581259177,0.85058849266233,-1.01198387992625,1.01669230957704,0.512484364474514,3.67350379697199,-0.557006211755959,-1.27453330793148,-0.947752479884532,-8.27666595478213,-11.8743762076452,9.9462579424885,0.14323746540555,0.725129782719533,-0.141420827872024,1.23029133256842
"T8-C",1.042575073994,-1.2628514743708,1.82242675557775,-1.13031778173914,0.0276952633199803,-0.0276952633199805,0.404446428705592,-1.82992093186803,1.9633977043913,-0.521474001668023,0.970627664001925,2.64708115544454,-3.18076260910953,3.53545069215169,-1.35958947702934,-10.1134419059125,-15.8962223424579,12.7627039080273,-1.02470201047116,1.98463174386858,-1.21058659541948,3.23765602220812
"T8-DS",2.20570459053181,-1.5428164142699,1.06558080244095,0.263225004789489,-0.255999363287447,0.255999363287447,-1.75150211240157,-0.593210808199132,3.28772085560202,0.353454700884525,1.06877034595601,2.22243196918835,-0.898480594326281,0.61033800772037,-1.14425286339065,-8.90021274107659,-15.4924396236587,11.3483635860916,1.04689422780097,2.90967418203632,-0.164274849489051,2.09430485584573
